..\imagens_para_conversao\CarroV4: .word 16, 16
.byte 199,199,76,76,76,76,76,199,199,199,199,199,199,199,199,199,
199,76,76,76,76,183,76,76,37,199,199,199,199,199,199,199,
199,188,76,76,76,76,76,76,76,37,199,199,199,199,199,199,
199,188,188,188,76,76,0,76,76,92,92,199,199,199,199,199,
199,188,14,188,76,0,0,0,76,92,92,92,199,199,199,199,
199,188,188,76,0,0,0,76,76,75,37,92,92,92,199,199,
199,55,188,76,0,255,76,76,76,76,75,37,92,92,199,199,
199,199,55,76,76,76,76,76,0,0,76,75,37,92,92,199,
199,199,199,199,76,255,76,0,0,0,76,255,92,83,92,199,
199,199,199,199,76,76,255,0,0,76,76,92,83,83,92,199,
199,199,199,55,76,76,0,0,76,76,92,83,83,92,199,199,
199,199,199,199,55,76,76,76,76,92,83,83,92,199,199,199,
199,199,199,199,92,55,76,255,92,83,83,92,199,199,199,199,
199,199,199,199,199,92,92,92,83,83,92,199,199,199,199,199,
199,199,199,199,199,199,199,83,83,92,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,


